,date,candidate,department,expense,value,provider,CNPJ
930,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
931,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,300.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37
932,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,334.2,TONICAR AUTO POSTO LTDA,61.990.750/0001-42
933,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7400.0,EDITORA D.J. LTDA ME,05.134.009/0001-09
934,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,100.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37
935,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7000.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86
936,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,81.35,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
937,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
938,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3690.0,EDITORA D.J. LTDA ME,05.134.009/0001-09
939,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86
940,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,3200.0,PANGEIA SYSTEMS SERVIÇOS DE INFORMATICA LTDA,16.950.754/0001-42
941,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,158.3,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
942,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
943,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,713.31,TONICAR AUTO POSTO LTDA,61.990.750/0001-42
944,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1380.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37
945,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86
946,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,3200.0,PANGEIA SYSTEMS SERVIÇOS DE INFORMATICA LTDA,16.950.754/0001-42
947,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,431.4,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
948,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
949,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,250.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24
950,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,611.15,CLARO S.A.,40.432.544/0001-47
951,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,2058.65,TONICAR AUTO POSTO LTDA,61.990.750/0001-42
952,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,2410.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37
953,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5520.0,ALIK MENDES KFOURI REPROGRAFIA,17.713.572/0001-10
954,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86
955,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,3200.0,PANGEIA SYSTEMS SERVIÇOS DE INFORMATICA LTDA,16.950.754/0001-42
956,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,105.29,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
957,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),14.04,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
958,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
959,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,644.9,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
960,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,240.7,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40
961,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,684.25,CLARO S.A.,40.432.544/0001-47
962,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,1251.96,TONICAR AUTO POSTO LTDA,61.990.750/0001-42
963,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4020.0,EDUARDO FREITAS GOMES DE PINHO,26.502.460/0001-01
964,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86
965,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,175.39,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
966,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
967,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,966.45,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
968,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,900.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24
969,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,567.02,CLARO S.A.,40.432.544/0001-47
970,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,1706.77,TONICAR AUTO POSTO LTDA,61.990.750/0001-42
971,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4020.0,EDUARDO FREITAS GOMES DE PINHO,26.502.460/0001-01
972,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86
973,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,314.88,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
974,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),20.18,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
975,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14
976,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,685.55,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
977,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,491.39,CLARO S.A.,40.432.544/0001-47
978,2017-01-01,CELSO JATENE,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,0.0,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
979,2017-01-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,179.63,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
980,2017-01-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1486.5,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
981,2017-01-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1882.9,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
982,2017-01-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,541.94,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
983,2017-01-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
984,2017-01-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,TELEFONE MOVEL,868.46,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67
985,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,509.8,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
986,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4925.27,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
987,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1486.5,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
988,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1882.9,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
989,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1483.29,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
990,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
991,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,73.5,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0010-40
992,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,548.0,HABILTECS DISTRIBUIÇÃO DE PEÇAS E SERVIÇOS LTDA.,96.409.172/0001-92
993,2017-02-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,TELEFONE MOVEL,806.74,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67
994,2017-03-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,176.66,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
995,2017-03-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1500.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
996,2017-03-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
997,2017-03-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,20.4,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
998,2017-03-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
999,2017-03-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,641.9,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0010-40
1000,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,559.88,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1001,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4140.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1002,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1003,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1004,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,15.3,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1005,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1006,2017-04-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,675.0,HABILTECS DISTRIBUIÇÃO DE PEÇAS E SERVIÇOS LTDA.,96.409.172/0001-92
1007,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,APERFEIÇOAMENTO PROFISSIONAL,1890.0,MFS TREINAMENTO PROFISSIONAL EIRELI - ME,23.844.471/0001-81
1008,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,665.72,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1009,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6900.0,ENCADERNADORA IDEAL COMERCIAL LTDA,02.079.773/0001-30
1010,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1011,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1012,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,2589.98,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1013,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1014,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,340.6,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00
1015,2017-05-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,36.9,KALUNGA COMERCIO E INDUSTRIA GRÁFICA LTDA.,43.283.811/0130-57
1016,2017-06-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,785.47,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1017,2017-06-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1018,2017-06-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1019,2017-06-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1801.58,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1020,2017-06-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1021,2017-06-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,456.9,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00
1022,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,457.59,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1023,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5170.0,ENCADERNADORA IDEAL COMERCIAL LTDA,02.079.773/0001-30
1024,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,2040.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1025,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1026,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1027,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,2162.52,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1028,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1029,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,422.6,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00
1030,2017-07-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,267.8,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95
1031,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,693.54,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1032,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6700.0,ENCADERNADORA IDEAL COMERCIAL LTDA,02.079.773/0001-30
1033,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1034,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1035,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1029.6,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1036,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1037,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,380.0,M.J. DA SILVA CONSERTOS - ME,10.685.892/0001-65
1038,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,398.0,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00
1039,2017-08-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,TELEFONE MOVEL,53.18,PORTO SEGURO TELECOMUNICAÇÕES S.A.,11.281.004/0001-01
1040,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,712.1,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1041,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,2400.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1042,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1043,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1044,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1895.01,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1045,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1046,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,927.0,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00
1047,2017-09-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,TELEFONE MOVEL,109.9,PORTO SEGURO TELECOMUNICAÇÕES S.A.,11.281.004/0001-01
1048,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMBUSTIVEL,637.24,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66
1049,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6900.0,ENCADERNADORA IDEAL COMERCIAL LTDA,02.079.773/0001-30
1050,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2000.0,MAZZA FC TECNOLOGIA DA INFORMACAO LTDA-ME,12.028.418/0001-96
1051,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,5000.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92
1052,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1831.56,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1053,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
1054,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,456.0,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA,43.283.811/0060-00
1055,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,449.0,HABILTECS DISTRIBUIÇÃO DE PEÇAS E SERVIÇOS LTDA.,96.409.172/0001-92
1056,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,TELEFONE FIXO,591.68,TELEFONICA BRASIL S/A,02.558.157/0001-62
1057,2017-10-01,CLAUDINHO DE SOUZA,GABINETE DE VEREADOR,TELEFONE MOVEL,109.9,PORTO SEGURO TELECOMUNICAÇÕES S.A.,11.281.004/0001-01
