,date,candidate,department,expense,value,provider,CNPJ
856,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1500.0,CARLOS CELSO PIERRE GUIMARAES 49433270878,22.295.012/0001-23
857,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,940.0,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62
858,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,6800.0,UAU DIGITAL COMUNICAÇÃO LTDA,10.202.058/0001-71
859,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
860,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77
861,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,395.0,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88
862,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,TELEFONE FIXO,245.77,TELEFONICA BRASIL S/A,02.558.157/0001-62
863,2017-06-01,DALTON SILVANO,GABINETE DE VEREADOR,TELEFONE MOVEL,428.41,CLARO S.A.,40.432.544/0001-47
864,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,COMBUSTIVEL,3296.0,POSTO JENNER LTDA,61.699.179/0001-01
865,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4980.0,EDITORA CAMBUCI LTDA.,11.674.531/0001-86
866,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1500.0,CARLOS CELSO PIERRE GUIMARAES 49433270878,22.295.012/0001-23
867,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,940.0,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62
868,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,6800.0,UAU DIGITAL COMUNICAÇÃO LTDA,10.202.058/0001-71
869,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
870,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77
871,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,276.0,KALUNGA COM. E IND. GRAFICA LTDA,43.283.811/0101-12
872,2017-07-01,DALTON SILVANO,GABINETE DE VEREADOR,TELEFONE MOVEL,444.48,CLARO S.A.,40.432.544/0001-47
873,2017-01-01,DAVID SOARES,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5946.0,ROGERIO CESAR CAMARA ARAUJO - ME,21.863.755/0001-90
874,2017-01-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,36.45,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
875,2017-01-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
876,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,380.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
877,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,100.0,CUCA LEGAL AUTO SERVIÇOS LTDA,46.296.190/0001-37
878,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,148.65,NACIONAL CÓPIAS S/S LTDA - EPP,07.043.632/0001-81
879,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,3.25,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
880,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
881,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,877.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
882,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE FIXO,127.75,TELEFONICA BRASIL S/A,02.558.157/0001-62
883,2017-02-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE MOVEL,469.99,TELEFONICA BRASIL S/A,02.558.157/0001-62
884,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,472.89,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29
885,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,100.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
886,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,150.0,CUCA LEGAL AUTO SERVIÇOS LTDA,46.296.190/0001-37
887,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
888,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,599.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
889,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,556.96,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95
890,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE FIXO,127.75,TELEFONICA BRASIL S/A,02.558.157/0001-62
891,2017-03-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE MOVEL,469.99,TELEFONICA BRASIL S/A,02.558.157/0001-62
892,2017-04-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,766.84,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29
893,2017-04-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,100.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
894,2017-04-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,3.25,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
895,2017-04-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
896,2017-04-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,299.5,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
897,2017-04-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE MOVEL,829.89,TELEFONICA BRASIL S/A,02.558.157/0001-62
898,2017-05-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,731.5,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29
899,2017-05-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,23.75,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
900,2017-05-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
901,2017-05-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,643.9,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95
902,2017-05-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE MOVEL,499.98,TELEFONICA BRASIL S/A,02.558.157/0001-62
903,2017-06-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,548.38,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29
904,2017-06-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
905,2017-06-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,299.5,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
906,2017-07-01,DAVID SOARES,GABINETE DE VEREADOR,COMBUSTIVEL,139.96,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29
907,2017-07-01,DAVID SOARES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
908,2017-07-01,DAVID SOARES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1199.9,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
909,2017-07-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE FIXO,137.28,TELEFONICA BRASIL S/A,02.558.157/0001-62
910,2017-07-01,DAVID SOARES,GABINETE DE VEREADOR,TELEFONE MOVEL,669.94,TELEFONICA BRASIL S/A,02.558.157/0001-62
911,2017-01-01,DONATO,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.1,EDITORA CAROS AMIGOS LTDA,08.254.606/0001-65
912,2017-01-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6922.86,LEOGRAF GRAFICA E EDITORA LTDA,00.356.213/0001-50
913,2017-01-01,DONATO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1982.0,ANDRE LUIS BUENO ALVES PEREIRA 22039768882,12.248.955/0001-41
914,2017-01-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,50.55,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
915,2017-01-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
916,2017-01-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),12.6,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
917,2017-01-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
918,2017-01-01,DONATO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,634.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
919,2017-01-01,DONATO,GABINETE DE VEREADOR,TELEFONE FIXO,185.8,TELEFONICA BRASIL S/A,02.558.157/0001-62
920,2017-01-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,523.08,CLARO S.A.,40.432.544/0001-47
921,2017-02-01,DONATO,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,571.0,EMPRESA FOLHA DA MANHÃ S.A.,60.579.703/0031-63
922,2017-02-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,113.16,AUTO POSTO SAUIPE LTDA.,05.137.301/0001-85
923,2017-02-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,275.47,AUTO POSTO AZZOLINI LTDA.,07.423.935/0001-20
924,2017-02-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,445.36,MAXICAR AUTO SERVIÇOS LTDA,46.158.986/0001-23
925,2017-02-01,DONATO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7729.8,"IP3 CONSULTORIA DE COMUNICACAO, INOV.TECN. E INVEST.LTDA",00.638.847/0001-04
926,2017-02-01,DONATO,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,350.0,GALERIA DAS FLORES LTDA - ME,00.611.763/0001-79
927,2017-02-01,DONATO,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,2140.56,ARTE LU E RO GRAFICA EIRELI,18.588.528/0001-99
928,2017-02-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,23.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
929,2017-02-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
930,2017-02-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
931,2017-02-01,DONATO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2461.35,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
932,2017-02-01,DONATO,GABINETE DE VEREADOR,TELEFONE FIXO,183.27,TELEFONICA BRASIL S/A,02.558.157/0001-62
933,2017-02-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,475.37,CLARO S.A.,40.432.544/0001-47
934,2017-03-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,285.53,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
935,2017-03-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6964.64,LEOGRAF GRAFICA E EDITORA LTDA,00.356.213/0001-50
936,2017-03-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1035.26,DUBLEGRAF GRAFICA E EDITORA LTDA ME,05.883.576/0001-68
937,2017-03-01,DONATO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,8000.0,"IP3 CONSULTORIA DE COMUNICACAO, INOV.TECN. E INVEST.LTDA",00.638.847/0001-04
938,2017-03-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,40.65,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
939,2017-03-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
940,2017-03-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
941,2017-03-01,DONATO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1808.45,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
942,2017-03-01,DONATO,GABINETE DE VEREADOR,TELEFONE FIXO,184.26,TELEFONICA BRASIL S/A,02.558.157/0001-62
943,2017-03-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,546.25,CLARO S.A.,40.432.544/0001-47
944,2017-04-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,437.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
945,2017-04-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,841.03,MAXICAR AUTO SERVIÇOS LTDA,46.158.986/0001-23
946,2017-04-01,DONATO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7500.0,"IP3 CONSULTORIA DE COMUNICACAO, INOV.TECN. E INVEST.LTDA",00.638.847/0001-04
947,2017-04-01,DONATO,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,1560.0,ARTE LU E RO GRAFICA EIRELI,18.588.528/0001-99
948,2017-04-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,50.3,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
949,2017-04-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
950,2017-04-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
951,2017-04-01,DONATO,GABINETE DE VEREADOR,TELEFONE FIXO,185.8,TELEFONICA BRASIL S/A,02.558.157/0001-62
952,2017-04-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,487.95,CLARO S.A.,40.432.544/0001-47
953,2017-05-01,DONATO,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,431.79,EDITORA CONFIANÇA LTDA.,04.735.670/0001-07
954,2017-05-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,1002.05,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
955,2017-05-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6300.0,LEOGRAF GRAFICA E EDITORA LTDA,00.356.213/0001-50
956,2017-05-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1700.0,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27
957,2017-05-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,26.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
958,2017-05-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
959,2017-05-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
960,2017-05-01,DONATO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1211.35,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
961,2017-05-01,DONATO,GABINETE DE VEREADOR,TELEFONE FIXO,185.8,TELEFONICA BRASIL S/A,02.558.157/0001-62
962,2017-05-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,521.43,CLARO S.A.,40.432.544/0001-47
963,2017-06-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,584.5,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
964,2017-06-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1050.0,DUBLEGRAF GRAFICA E EDITORA LTDA ME,05.883.576/0001-68
965,2017-06-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1675.0,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27
966,2017-06-01,DONATO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,8000.0,"IP3 CONSULTORIA DE COMUNICACAO, INOV.TECN. E INVEST.LTDA",00.638.847/0001-04
967,2017-06-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,51.2,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
968,2017-06-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
969,2017-06-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
970,2017-06-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,577.37,CLARO S.A.,40.432.544/0001-47
971,2017-07-01,DONATO,GABINETE DE VEREADOR,COMBUSTIVEL,339.54,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90
972,2017-07-01,DONATO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,730.0,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27
973,2017-07-01,DONATO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,8000.0,"IP3 CONSULTORIA DE COMUNICACAO, INOV.TECN. E INVEST.LTDA",00.638.847/0001-04
974,2017-07-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,397.2,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
975,2017-07-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
976,2017-07-01,DONATO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),270.0,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
977,2017-07-01,DONATO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,500.0,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,07.915.380/0001-33
978,2017-07-01,DONATO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1368.9,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
979,2017-07-01,DONATO,GABINETE DE VEREADOR,TELEFONE FIXO,371.35,TELEFONICA BRASIL S/A,02.558.157/0001-62
980,2017-07-01,DONATO,GABINETE DE VEREADOR,TELEFONE MOVEL,852.89,CLARO S.A.,40.432.544/0001-47
981,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,COMBUSTIVEL,723.37,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23
982,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1109.92,ARTE LU E RO GRAFICA EIRELI,18.588.528/0001-99
983,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,2947.45,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
984,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
985,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),171.0,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
986,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1099.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10
987,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,740.65,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
988,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,600.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24
989,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,TELEFONE FIXO,421.79,TELEFONICA BRASIL S/A,02.558.157/0001-62
990,2017-01-01,EDIR SALES,GABINETE DE VEREADOR,TELEFONE MOVEL,534.33,TIM CELULAR S/A,04.206.050/0001-80
991,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,COMBUSTIVEL,867.43,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23
992,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1139.65,GRAFICA CAR LTDA ME,38.956.355/0001-21
993,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,5133.55,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
994,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
995,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),997.2,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28
996,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,1099.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10
997,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,769.8,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82
998,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,140.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24
999,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,TELEFONE FIXO,337.09,TELEFONICA BRASIL S/A,02.558.157/0001-62
1000,2017-02-01,EDIR SALES,GABINETE DE VEREADOR,TELEFONE MOVEL,397.09,TIM CELULAR S/A,04.206.050/0001-80
1001,2017-03-01,EDIR SALES,GABINETE DE VEREADOR,COMBUSTIVEL,1130.59,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23
1002,2017-03-01,EDIR SALES,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1355.0,GRAFICA CAR LTDA ME,38.956.355/0001-21
