,date,candidate,department,expense,value,provider,CNPJ,sequential_id
713,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,250000008347
714,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1012.99,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
715,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
716,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),1.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
717,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,150.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
718,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1527.1,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000008347
719,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE FIXO,145.03,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000008347
720,2017-05-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE MOVEL,120.71,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,250000008347
721,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,1265.82,PANAMBY 10 POSTO DE SERVIÇOS E CONVENIENCIA EIRELI,21.781.198/0001-68,250000008347
722,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,172.99,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
723,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,150.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
724,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1076.0,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,250000008347
725,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,468.5,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
726,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,250000008347
727,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1103.65,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
728,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
729,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),45.0,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
730,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,150.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
731,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2381.25,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000008347
732,2017-06-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE MOVEL,133.3,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,250000008347
733,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,1171.38,PANAMBY 10 POSTO DE SERVIÇOS E CONVENIENCIA EIRELI,21.781.198/0001-68,250000008347
734,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,115.33,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
735,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4035.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
736,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,468.5,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
737,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,250000008347
738,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1176.6,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
739,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
740,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),1.44,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
741,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,150.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
742,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2911.9,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000008347
743,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),801.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
744,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE FIXO,145.03,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000008347
745,2017-07-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE MOVEL,113.34,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,250000008347
746,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,1263.67,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
747,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3819.8,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
748,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,468.5,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
749,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,250000008347
750,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1092.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
751,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
752,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LIMPEZA DE VEICULOS,20.0,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
753,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,150.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
754,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1165.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000008347
755,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE FIXO,144.83,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000008347
756,2017-08-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE MOVEL,113.34,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,250000008347
757,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,281.02,PANAMBY 10 POSTO DE SERVIÇOS E CONVENIENCIA EIRELI,21.781.198/0001-68,250000008347
758,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,1353.76,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
759,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3459.2,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
760,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,468.5,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
761,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,250000008347
762,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1247.14,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
763,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
764,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),4.86,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
765,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LIMPEZA DE VEICULOS,50.0,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
766,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,150.0,SOFT CLEVER INFORMÁTICA LTDA. - ME,00.280.911/0001-10,250000008347
767,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1642.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000008347
768,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,185.0,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,250000008347
769,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),200.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
770,2017-09-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE FIXO,143.73,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000008347
771,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMBUSTIVEL,1550.14,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
772,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,2992.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
773,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,4000.0,ALEXANDER SANTANNA ANTONIO SERVIÇOS E TECNOLOGIA - ME,07.983.427/0001-04,250000008347
774,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,STYLU FENIX PRODUÇÕES AUDIOVISUAIS LTDA,11.263.684/0001-30,250000008347
775,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,998.39,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
776,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
777,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),8.98,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000008347
778,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,LIMPEZA DE VEICULOS,50.0,RIP POSTOS DE SERVIÇO E COM LTDA,43.720.218/0001-23,250000008347
779,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1524.2,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000008347
780,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),810.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000008347
781,2017-10-01,ATILIO FRANCISCO,GABINETE DE VEREADOR,TELEFONE FIXO,162.34,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000008347
782,2017-02-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,57.04,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
783,2017-02-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),141.48,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
784,2017-02-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
785,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,4500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
786,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,431.45,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
787,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),9.18,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
788,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
789,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,3780.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24,250000010991
790,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,138.0,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40,250000010991
791,2017-03-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2074.1,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0013-93,250000010991
792,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7600.0,EDITORA D.J. LTDA ME,05.134.009/0001-09,250000010991
793,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,400.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991
794,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
795,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,74.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
796,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),11.52,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
797,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
798,2017-04-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,300.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991
799,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,334.2,TONICAR AUTO POSTO LTDA,61.990.750/0001-42,250000010991
800,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7400.0,EDITORA D.J. LTDA ME,05.134.009/0001-09,250000010991
801,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,100.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991
802,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7000.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
803,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,81.35,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
804,2017-05-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
805,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3690.0,EDITORA D.J. LTDA ME,05.134.009/0001-09,250000010991
806,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
807,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,3200.0,PANGEIA SYSTEMS SERVIÇOS DE INFORMATICA LTDA,16.950.754/0001-42,250000010991
808,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,158.3,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
809,2017-06-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
810,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,713.31,TONICAR AUTO POSTO LTDA,61.990.750/0001-42,250000010991
811,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1380.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991
812,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
813,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,3200.0,PANGEIA SYSTEMS SERVIÇOS DE INFORMATICA LTDA,16.950.754/0001-42,250000010991
814,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,431.4,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
815,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
816,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,250.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24,250000010991
817,2017-07-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,611.15,CLARO S.A.,40.432.544/0001-47,250000010991
818,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,2058.65,TONICAR AUTO POSTO LTDA,61.990.750/0001-42,250000010991
819,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,2410.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991
820,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5520.0,ALIK MENDES KFOURI REPROGRAFIA,17.713.572/0001-10,250000010991
821,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
822,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,3200.0,PANGEIA SYSTEMS SERVIÇOS DE INFORMATICA LTDA,16.950.754/0001-42,250000010991
823,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,105.29,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
824,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),14.04,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
825,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
826,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,644.9,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000010991
827,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,240.7,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40,250000010991
828,2017-08-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,684.25,CLARO S.A.,40.432.544/0001-47,250000010991
829,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,1251.96,TONICAR AUTO POSTO LTDA,61.990.750/0001-42,250000010991
830,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4020.0,EDUARDO FREITAS GOMES DE PINHO,26.502.460/0001-01,250000010991
831,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991
832,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,175.39,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991
833,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,8000.0,T.S. IMPORTS EIRELI - ME,23.017.310/0001-14,250000010991
834,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,966.45,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000010991
835,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,900.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24,250000010991
836,2017-09-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,TELEFONE MOVEL,567.02,CLARO S.A.,40.432.544/0001-47,250000010991
837,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMBUSTIVEL,1706.77,TONICAR AUTO POSTO LTDA,61.990.750/0001-42,250000010991
838,2017-10-01,CAMILO CRISTÓFARO,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4020.0,EDUARDO FREITAS GOMES DE PINHO,26.502.460/0001-01,250000010991
