date,department,expense,value,provider,cnpj,sequential_id
2017-02-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,5946.0,GTO CONSULTORIA ASSESSORIA ESPECIALIZADA - EIRELI - EPP,23.871.071/0001-65,250000010990.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,41.85,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010990.0
2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,420.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000010990.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,700.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000010990.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7300.0,MOTIM CONTEUDO CRIATIVO E CONSULTORIA EM COMUNICACAO LTDA. - ME,27.012.945/0001-80,250000010990.0
2017-03-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,2500.0,GTO CONSULTORIA ASSESSORIA ESPECIALIZADA - EIRELI - EPP,23.871.071/0001-65,250000010990.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,32.6,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010990.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2031.13,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010990.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,1035.4,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,250000010990.0
2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,210.01,AUTO POSTO JARDIM AMÉRICA LTDA.,60.394.343/0001-00,250000010990.0
2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,700.0,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,08.648.207/0001-89,250000010990.0
2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,7300.0,MOTIM CONTEUDO CRIATIVO E CONSULTORIA EM COMUNICACAO LTDA. - ME,27.012.945/0001-80,250000010990.0
2017-04-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,2500.0,GTO CONSULTORIA ASSESSORIA ESPECIALIZADA - EIRELI - EPP,23.871.071/0001-65,250000010990.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,11.9,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010990.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010990.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,169.9,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,250000010990.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,57.04,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),141.48,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,4500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,431.45,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),9.18,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2680.0,JOSEFA ARENA THOMAZ ME,25.311.877/0001-24,250000010991.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,138.0,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,25.321.968/0001-40,250000010991.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,2074.1,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0013-93,250000010991.0
2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7600.0,EDITORA D.J. LTDA ME,05.134.009/0001-09,250000010991.0
2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,400.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991.0
2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,2500.0,INFORMATIX INFORMATICA LTDA ME,04.364.641/0001-86,250000010991.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,74.8,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - REPROGRAFIA (XEROX/ENCADERNAÇÃO),11.52,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010991.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,300.0,MAJU GRAF GRAFICA LTDA ME,06.226.361/0001-37,250000010991.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,9.48,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000022114.0
2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,179.63,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66,250000010847.0
2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1486.5,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-01-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1882.9,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,541.94,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-01-01,GABINETE DE VEREADOR,TELEFONE MOVEL,868.46,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,250000010847.0
2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,509.8,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66,250000010847.0
2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4925.27,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1486.5,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-02-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1882.9,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,1483.29,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,73.5,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0010-40,250000010847.0
2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,548.0,HABILTECS DISTRIBUIÇÃO DE PEÇAS E SERVIÇOS LTDA.,96.409.172/0001-92,250000010847.0
2017-02-01,GABINETE DE VEREADOR,TELEFONE MOVEL,806.74,NEXTEL TELECOMUNICAÇÕES LTDA,66.970.229/0001-67,250000010847.0
2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,176.66,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66,250000010847.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,1500.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-03-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,20.4,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,641.9,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0010-40,250000010847.0
2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,559.88,AUTO POSTO NOVO MORRO GRANDE LTDA,43.882.281/0001-66,250000010847.0
2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,4140.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,5000.0,FABIO COUTINHO MORENO - ME,12.028.418/0001-96,250000010847.0
2017-04-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,1900.0,FERRARI & CRINITI INFORMÁTICA LTDA,03.515.743/0001-92,250000010847.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,15.3,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000010847.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,675.0,HABILTECS DISTRIBUIÇÃO DE PEÇAS E SERVIÇOS LTDA.,96.409.172/0001-92,250000010847.0
2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,581.39,AUTO POSTO MARANELLO II LTDA,02.297.445/0001-00,250000011011.0
2017-01-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,3121.65,ALEXANDRE LEOPOLDINO MORAES SERVIÇOS GRÁFICOS - ME,11.672.161/0001-48,250000011011.0
2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,430.0,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,250000011011.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,3593.99,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,425.4,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000011011.0
2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,429.0,KALUNGA COMÉRCIO E INDÚSTRIA GRÁFICA LTDA.,43.283.811/0022-84,250000011011.0
2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,430.0,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,250000011011.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,297.85,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-02-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,146.83,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011011.0
2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5004.55,ALEXANDRE LEOPOLDINO MORAES SERVIÇOS GRÁFICOS - ME,11.672.161/0001-48,250000011011.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,430.0,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,250000011011.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,2874.65,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-03-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,148.15,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011011.0
2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,430.0,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,09.613.772/0001-73,250000011011.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,5249.66,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011011.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,256.4,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000011011.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,408.2,KALUNGA COM. E IND. GRAFICA LTDA,43.283.811/0101-12,250000011011.0
2017-04-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,149.37,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011011.0
2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,2028.5,POSTO JENNER LTDA,61.699.179/0001-01,250000011013.0
2017-01-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7862.54,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27,250000011013.0
2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,381.47,LOCAWEB IDC LTDA,06.887.099/0001-71,250000011013.0
2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,931.54,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,250000011013.0
2017-01-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,6698.0,UAU DIGITAL COMUNICAÇÃO LTDA,10.202.058/0001-71,250000011013.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011013.0
2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,169.9,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000011013.0
2017-01-01,GABINETE DE VEREADOR,TELEFONE FIXO,270.49,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011013.0
2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,7862.54,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27,250000011013.0
2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,381.47,LOCAWEB IDC LTDA,06.887.099/0001-71,250000011013.0
2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,931.54,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,250000011013.0
2017-02-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,6698.0,UAU DIGITAL COMUNICAÇÃO LTDA,10.202.058/0001-71,250000011013.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011013.0
2017-02-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000011013.0
2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,585.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000011013.0
2017-02-01,GABINETE DE VEREADOR,TELEFONE FIXO,270.93,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011013.0
2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,4822.5,POSTO JENNER LTDA,61.699.179/0001-01,250000011013.0
2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6400.0,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27,250000011013.0
2017-03-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1500.0,CARLOS CELSO PIERRE GUIMARAES 49433270878,22.295.012/0001-23,250000011013.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,384.8,LOCAWEB IDC LTDA,06.887.099/0001-71,250000011013.0
2017-03-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,940.0,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,250000011013.0
2017-03-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,6800.0,UAU DIGITAL COMUNICAÇÃO LTDA,10.202.058/0001-71,250000011013.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011013.0
2017-03-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000011013.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,270.0,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,250000011013.0
2017-03-01,GABINETE DE VEREADOR,TELEFONE FIXO,269.82,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011013.0
2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,2171.0,POSTO JENNER LTDA,61.699.179/0001-01,250000011013.0
2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,6435.0,FORMA CERTA GRAFICA  DIGITAL LTDA,07.691.829/0001-27,250000011013.0
2017-04-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,1500.0,CARLOS CELSO PIERRE GUIMARAES 49433270878,22.295.012/0001-23,250000011013.0
2017-04-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,940.0,WORK LINE SYSTEM INFORMÁTICA LTDA,67.002.329/0001-62,250000011013.0
2017-04-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,6800.0,UAU DIGITAL COMUNICAÇÃO LTDA,10.202.058/0001-71,250000011013.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,20.4,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011013.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011013.0
2017-04-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,400.0,IRISARA COMÉRCIO E SERVIÇOS LTDA.,10.376.277/0001-77,250000011013.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,320.0,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,19.367.661/0001-88,250000011013.0
2017-04-01,GABINETE DE VEREADOR,TELEFONE FIXO,233.12,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011013.0
2017-01-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,5946.0,ROGERIO CESAR CAMARA ARAUJO - ME,21.863.755/0001-90,250000011016.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,36.45,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2058.08,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,380.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,250000011016.0
2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,100.0,CUCA LEGAL AUTO SERVIÇOS LTDA,46.296.190/0001-37,250000011016.0
2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,148.65,NACIONAL CÓPIAS S/S LTDA - EPP,07.043.632/0001-81,250000011016.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,3.25,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-02-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-02-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,877.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000011016.0
2017-02-01,GABINETE DE VEREADOR,TELEFONE FIXO,127.75,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011016.0
2017-02-01,GABINETE DE VEREADOR,TELEFONE MOVEL,469.99,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011016.0
2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,472.89,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29,250000011016.0
2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,100.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,250000011016.0
2017-03-01,GABINETE DE VEREADOR,COMBUSTIVEL,150.0,CUCA LEGAL AUTO SERVIÇOS LTDA,46.296.190/0001-37,250000011016.0
2017-03-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,599.95,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000011016.0
2017-03-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,556.96,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,43.283.811/0139-95,250000011016.0
2017-03-01,GABINETE DE VEREADOR,TELEFONE FIXO,127.75,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011016.0
2017-03-01,GABINETE DE VEREADOR,TELEFONE MOVEL,469.99,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011016.0
2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,766.84,CENTRO AUTOMOTIVO FENIX LTDA,00.533.599/0001-29,250000011016.0
2017-04-01,GABINETE DE VEREADOR,COMBUSTIVEL,100.0,POSTO ENERGIA AUTOMOTIVA LTDA,19.499.974/0001-90,250000011016.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,3.25,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-04-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,2101.17,CAMARA MUNICIPAL DE SÃO PAULO,50.176.288/0001-28,250000011016.0
2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,299.5,CENTER PAPEIS COMERCIAL LTDA.,06.226.820/0001-82,250000011016.0
2017-04-01,GABINETE DE VEREADOR,TELEFONE MOVEL,829.89,TELEFONICA BRASIL S/A,02.558.157/0001-62,250000011016.0
2017-01-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,89.1,EDITORA CAROS AMIGOS LTDA,08.254.606/0001-65,250000022075.0
